Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
toyota land cruiser 98,1,1,320,19,0.03,https://llantasneumaticos.com/size/toyota/land-cruiser/1998/,13,0.15,0.00,0.03,40600000,"[81,66,81,100,81,54,29,43,54,54,81,66]",2026-01-30,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
renault clio 2002,1,1,320,23,0.00,https://llantasneumaticos.com/size/renault/clio/2002/,13,0.15,0.00,0.03,64500000,"[66,66,66,82,66,100,82,66,82,100,82,82]",2026-02-01,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
2005 celica,1,1,320,22,0.00,https://llantasneumaticos.com/size/toyota/celica/2005/,13,0.15,0.00,0.06,16100000,"[66,100,66,66,66,66,66,66,100,66,66,66]",2026-02-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
suzuki grand vitara 1998,1,1,320,15,0.00,https://llantasneumaticos.com/size/suzuki/grand-vitara/1998/,13,0.15,0.00,0.08,22500000,"[44,54,54,100,54,66,44,54,44,66,66,44]",2026-02-13,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Image pack
caliber dodge,1,1,320,22,0.00,https://llantasneumaticos.com/size/dodge/caliber-srt-4/2010/,13,0.15,0.00,0.73,124,"[1,100,62,1,4,4,62,1,1,1,1,1]",2026-03-21,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
calculadora et llantas,4,4,210,10,0.00,https://llantasneumaticos.com/calc/,13,0.15,0.00,0,154,"[54,54,54,35,44,23,28,35,28,44,35,35]",2026-03-25,"Image pack, Video, Related searches",informational,Organic
nissan almera 2002,1,1,320,20,0.06,https://llantasneumaticos.com/size/nissan/almera/2002/,13,0.15,0.00,0.04,16900000,"[54,54,66,54,54,54,35,66,66,66,81,66]",2026-02-03,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Image pack
audi a3 2007,2,2,1000,22,0.04,https://llantasneumaticos.com/size/audi/a3/2007/,13,0.15,0.00,0.23,96800000,"[76,100,100,76,76,67,76,76,76,76,76,76]",2026-02-03,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
a4 1998 audi,1,1,320,21,0.00,https://llantasneumaticos.com/size/audi/a4/1998/,13,0.15,0.00,0.02,19700000,"[100,100,66,100,82,82,100,100,66,82,82,100]",2026-02-12,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
mercedes cla 2015,1,1,320,31,0.05,https://llantasneumaticos.com/size/mercedes/cla-class/2015/,13,0.15,0.00,0.93,9,"[54,54,66,81,66,66,81,81,100,81,66,66]",2026-03-26,"Image pack, Video, People also ask",navigational,Image pack
audi a41998,1,1,320,24,0.00,https://llantasneumaticos.com/size/audi/a4/1998/,13,0.15,0.00,0.02,455000,"[100,100,66,100,82,82,100,100,66,82,82,100]",2026-02-03,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
05 celica,1,1,320,22,0.00,https://llantasneumaticos.com/size/toyota/celica/2005/,13,0.15,0.00,0.06,10100000,"[44,100,66,54,54,54,54,44,66,54,54,44]",2026-02-10,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
seat cordoba 1998,1,1,320,19,0.33,https://llantasneumaticos.com/size/seat/cordoba/1998/,13,0.15,4.00,0.03,5070000,"[100,82,82,82,66,82,82,82,100,82,66,82]",2026-03-29,"Image pack, Video, Image, Video Carousel, Related searches",informational,Image pack
opel corsa 2003,1,1,320,28,0.00,https://llantasneumaticos.com/size/opel/corsa/2003/,13,0.15,0.00,0.04,87,"[66,66,81,66,54,81,81,81,54,81,66,54]",2026-03-27,"Image pack, Video, Image",navigational,Image pack
scenic renault 2010,1,1,320,21,0.14,https://llantasneumaticos.com/size/renault/scenic/2010/,13,0.15,1.00,0.53,54600000,"[54,81,66,81,66,81,81,81,81,66,66,81]",2026-02-06,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Image pack
2007 kia grand carnival,1,1,320,19,0.04,https://llantasneumaticos.com/size/kia/grand-carnival/2007/,13,0.15,0.00,0.16,4900000,"[66,82,66,100,82,82,82,100,66,82,82,82]",2026-02-16,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
ford fiesta 2001,1,1,320,21,0.00,https://llantasneumaticos.com/size/ford/fiesta/2001/,13,0.15,0.00,0.03,129000000,"[82,82,82,66,66,82,82,66,100,82,82,53]",2026-03-24,"Image pack, Image, People also ask, Related searches",informational,Image pack
audi 98 a4,1,1,320,22,0.00,https://llantasneumaticos.com/size/audi/a4/1998/,13,0.15,0.00,0.02,20600000,"[100,100,66,100,82,82,100,100,66,82,82,100]",2026-02-06,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
seat alhambra,6,6,8100,20,0.11,https://llantasneumaticos.com/size/seat/alhambra/2002/,12,0.14,1.00,0.86,25900000,"[44,54,66,66,44,44,66,81,54,44,44,54]",2026-03-27,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Image pack
rx7 mazda fc,1,1,590,23,0.00,https://llantasneumaticos.com/size/mazda/rx-7/fc-1985-1992/,12,0.14,0.00,0.04,2820000,"[81,81,81,100,100,81,81,81,81,81,81,54]",2026-02-09,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
ford fiesta 2008,2,2,880,19,0.14,https://llantasneumaticos.com/size/ford/fiesta/2008/,12,0.14,1.00,0.16,194000000,"[76,55,100,67,67,76,76,36,76,67,67,55]",2026-03-26,"Image pack, Video, Image, Related searches","informational, transactional",Image pack
citroen c4 2012 hatchback,1,1,590,23,0.18,https://llantasneumaticos.com/size/citroen/c4/2012/,12,0.14,2.00,0.4,8360000,"[66,66,66,81,66,81,81,100,81,100,100,100]",2026-02-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Image pack
kia carens 2024,1,1,90,28,0.22,https://llantasneumaticos.com/size/kia/carens/2024/,11,0.13,2.00,0.86,12100000,"[100,53,34,21,9,6,21,6,15,12,6,9]",2026-02-27,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
volkswagen beetle 2024,1,1,90,23,0.15,https://llantasneumaticos.com/size/volkswagen/beetle/2024/,11,0.13,1.00,0.59,0,"[43,28,35,28,23,17,28,28,17,17,17,12]",2026-03-13,"Image pack, Video, Image, Related searches",informational,Image pack
cla class 2016,1,1,260,18,0.05,https://llantasneumaticos.com/size/mercedes/cla-class/2016/,11,0.13,0.00,0.95,51500000,"[82,82,100,82,100,82,100,66,35,23,0,28]",2026-03-24,"Image pack, Video, Image, Related searches",informational,Image pack
d22,1,1,140,16,0.00,https://llantasneumaticos.com/size/nissan/navara/d22-2001-2004/,11,0.13,0.00,0.04,0,"[64,82,82,82,64,82,82,82,82,64,64,52]",2026-03-15,"Image pack, Related searches",informational,Image pack
225 50 17,1,1,170,30,0.14,https://llantasneumaticos.com/tire/iso-metric-225-50-R-17/,11,0.13,1.00,1,1,"[65,34,53,53,81,43,65,53,53,65,65,43]",2026-03-30,"Image pack, Video, People also ask",informational,People also ask
slk 2010,1,1,90,23,0.00,https://llantasneumaticos.com/size/mercedes/slk-class/2010/,11,0.13,0.00,0.19,0,"[64,50,78,64,100,78,64,78,64,78,64,64]",2026-03-07,"Image pack, Video, Image, Related searches",informational,Image pack
185 65 r15,8,0,1000,14,0.19,https://llantasneumaticos.com/tire/iso-metric-185-65-R-15/,11,0.13,2.00,1,14500000,"[67,67,100,67,67,76,100,67,67,76,55,67]",2026-03-31,"People also ask, Popular products, Related searches",commercial,People also ask
llantas nissan qashqai,3,3,170,8,0.11,https://llantasneumaticos.com/size/nissan/qashqai/,11,0.13,1.00,0.98,1670000,"[43,53,43,65,43,53,43,65,65,65,65,53]",2026-02-15,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
medidas neumaticos,7,7,880,14,0.17,https://llantasneumaticos.com/?nocache=1,11,0.13,1.00,0.06,6330000,"[62,55,81,62,45,55,55,62,55,45,55,55]",2026-02-19,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
slk 2010 mercedes,1,1,90,25,0.00,https://llantasneumaticos.com/size/mercedes/slk-class/2010/,11,0.13,0.00,0.07,11000000,"[64,52,0,0,64,100,0,52,64,64,64,52]",2026-02-24,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
calcular et llanta,4,4,260,8,0.00,https://llantasneumaticos.com/calc/,11,0.13,0.00,0,65,"[82,82,82,66,66,43,53,66,53,82,66,53]",2026-03-19,"Image pack, Video, Related searches",informational,Organic
amarok,5,5,2900,22,1.65,https://llantasneumaticos.com/size/volkswagen/amarok/2017/,10,0.11,16.00,0.65,50500000,"[66,66,100,80,52,66,80,100,80,100,100,80]",2026-03-27,"Image pack, Video, Image, Video Carousel, Related searches",informational,Image pack
accent 2005,1,1,260,19,0.04,https://llantasneumaticos.com/size/hyundai/accent/mc-2005-2011/,10,0.11,0.00,0.03,0,"[81,81,100,100,100,81,81,81,100,100,65,81]",2026-03-09,"Image pack, Video, Image, Related searches",informational,Image pack
vitara suzuki 2000,1,1,260,21,0.06,https://llantasneumaticos.com/size/suzuki/grand-vitara/2000/,10,0.11,0.00,0.03,71200000,"[0,0,0,81,0,66,54,81,81,81,0,0]",2026-03-31,"Image pack, Video, Image, Related searches",informational,Image pack
seat cordoba 2005,1,1,260,20,0.19,https://llantasneumaticos.com/size/seat/cordoba/2005/,10,0.11,1.00,0.14,9240000,"[54,54,54,54,54,43,54,54,54,54,54,43]",2026-03-26,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
toyota yaris 2000,1,1,260,19,0.20,https://llantasneumaticos.com/size/toyota/yaris/2000/,10,0.11,2.00,0.07,0,"[65,65,81,65,65,65,81,81,65,81,100,81]",2026-03-15,"Image pack, Video, Image, Related searches",informational,Image pack
mazda mazda 6 2004,1,1,260,19,0.00,https://llantasneumaticos.com/size/mazda/mazda6/2004/,10,0.11,0.00,0.02,0,"[100,100,100,66,66,53,66,66,66,66,43,43]",2026-03-17,"Image pack, Video, Related searches","informational, transactional",Image pack
accent 2005 hyundai,1,1,260,19,0.00,https://llantasneumaticos.com/size/hyundai/accent/mc-2005-2011/,10,0.11,0.00,0.03,30400000,"[81,100,81,100,100,100,81,81,81,100,100,65]",2026-02-18,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
audi a3 2002,1,1,480,22,0.30,https://llantasneumaticos.com/size/audi/a3/2002/,10,0.11,3.00,0.04,64700000,"[66,81,81,81,81,81,81,81,81,81,66,66]",2026-01-30,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
renault kangoo 2005,1,1,260,20,0.35,https://llantasneumaticos.com/size/renault/kangoo/2005/,10,0.11,3.00,0.04,42900000,"[53,81,65,81,81,65,81,81,65,81,100,81]",2026-02-09,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
hyundai santa fe 2006,1,1,260,19,0.12,https://llantasneumaticos.com/size/hyundai/santa-fe/2006/,10,0.11,1.00,0.18,40800000,"[81,81,81,65,81,81,100,65,100,100,65,65]",2026-03-20,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Image pack
coupe hyundai 2000,1,1,260,20,0.00,https://llantasneumaticos.com/size/hyundai/coupe/2000/,10,0.11,0.00,0.01,0,"[0,0,0,0,54,54,44,0,44,54,36,44]",2026-03-13,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Image pack
celica toyota 2005,1,1,260,22,0.00,https://llantasneumaticos.com/size/toyota/celica/2005/,10,0.11,0.00,0.06,14300000,"[54,100,66,54,43,54,54,54,54,54,43,43]",2026-02-13,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
presion neumatico peugeot 3008,1,1,170,9,0.00,https://llantasneumaticos.com/size/peugeot/3008/p84-2016-2021/jdm/,10,0.11,0.00,0.02,0,"[65,65,65,65,65,53,80,65,42,65,80,65]",2026-03-08,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
yaris toyota 2000,1,1,260,19,0.00,https://llantasneumaticos.com/size/toyota/yaris/2000/,10,0.11,0.00,0.02,124000000,"[80,100,100,100,100,100,100,100,100,100,100,100]",2026-02-06,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
renault laguna 2000,1,1,260,20,0.00,https://llantasneumaticos.com/size/renault/laguna/2000/,10,0.11,0.00,0.01,21400000,"[66,43,66,54,43,54,54,66,54,54,66,81]",2026-01-30,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
195 55 r16,6,6,880,14,0.21,https://llantasneumaticos.com/tire/iso-metric-195-55-R-16/,10,0.11,2.00,1,14600000,"[76,55,76,67,76,67,55,67,67,67,55,67]",2026-02-03,"People also ask, Popular products, Related searches",commercial,People also ask
1998 seat toledo,1,1,260,19,0.00,https://llantasneumaticos.com/size/seat/toledo/1998/,10,0.11,0.00,0,7950000,"[54,54,54,66,54,54,54,54,54,54,66,43]",2026-02-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Image pack
skoda 2006 fabia,1,1,260,22,0.00,https://llantasneumaticos.com/size/skoda/fabia/2006/,10,0.11,0.00,0.02,31100000,"[65,81,53,100,81,65,65,81,81,100,100,81]",2026-02-03,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
berlingo citroen 2005,1,1,260,18,0.20,https://llantasneumaticos.com/size/citroen/berlingo/2005/,10,0.11,2.00,0.05,0,"[5,66,82,82,82,82,100,66,82,82,82,66]",2026-03-11,"Image pack, Video, Image, Related searches",informational,Image pack
civic 92,1,1,260,21,0.00,https://llantasneumaticos.com/size/honda/civic/1992/,10,0.11,0.00,0.03,87000000,"[81,100,81,81,65,81,100,100,81,81,81,53]",2026-02-09,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
honda cereve 2000,1,1,260,22,0.00,https://llantasneumaticos.com/size/honda/cr-v/2000/,10,0.11,0.00,0.07,24900000,"[0,0,66,100,100,82,66,66,66,66,66,66]",2026-02-04,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Image pack
c5 citroen 2006,1,1,260,20,0.25,https://llantasneumaticos.com/size/citroen/c5/2006/,10,0.11,2.00,0.09,172000000,"[81,81,81,81,81,81,65,81,53,65,100,81]",2026-02-02,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
honda civic 92,1,1,260,17,0.00,https://llantasneumaticos.com/size/honda/civic/1992/,10,0.11,0.00,0.02,0,"[100,65,81,81,81,100,100,81,81,81,65,65]",2026-03-17,"Image pack, Video, Image, Related searches",informational,Image pack
almera nissan 1998,1,1,260,16,0.00,https://llantasneumaticos.com/size/nissan/almera/1998/,10,0.11,0.00,0.02,0,"[100,81,81,81,81,65,81,81,81,81,81,65]",2026-03-17,"Image pack, Video, Image, Related searches","informational, transactional",Image pack
seat toledo 1998,1,1,260,17,0.00,https://llantasneumaticos.com/size/seat/toledo/1998/,10,0.11,0.00,0.01,8070000,"[43,54,54,43,43,43,66,54,54,66,43,54]",2026-03-24,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
vitara 2008,1,1,260,21,0.06,https://llantasneumaticos.com/size/suzuki/grand-vitara/2008/,10,0.11,0.00,0.35,41000000,"[66,82,66,100,43,66,66,66,66,82,82,82]",2026-03-01,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
almera nissan 2000,1,1,260,19,0.00,https://llantasneumaticos.com/size/nissan/almera/2000/,10,0.11,0.00,0.03,11300000,"[81,81,81,100,34,81,81,81,81,81,100,81]",2026-02-02,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
ford fiesta 1995,1,1,260,20,0.00,https://llantasneumaticos.com/size/ford/fiesta/1995/,10,0.11,0.00,0,66000000,"[65,81,81,81,81,65,81,81,81,81,81,81]",2026-03-30,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Image pack
toyota yaris 2014 hatchback,1,1,260,16,0.07,https://llantasneumaticos.com/size/toyota/yaris/xp130-2011-2014/,10,0.11,0.00,0.83,153,"[82,66,82,100,100,100,100,100,35,23,28,28]",2026-03-13,"Image pack, Video, Image, Related searches",informational,Image pack
gti golf 2018,1,1,260,20,0.03,https://llantasneumaticos.com/size/volkswagen/golf-gti/2018/,10,0.11,0.00,0.75,74000000,"[81,81,81,100,81,81,81,81,81,81,81,81]",2026-02-12,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
2005 polo,1,1,260,21,0.08,https://llantasneumaticos.com/size/volkswagen/polo/2005/,10,0.11,0.00,0.08,381000000,"[53,53,81,81,81,100,81,81,81,81,81,81]",2026-02-06,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Image pack
accent 2004,1,1,260,,0.18,https://llantasneumaticos.com/size/hyundai/accent/2004/,10,0.11,1.00,0.04,433000000,"[81,100,81,100,81,100,81,81,81,65,81,65]",2026-02-06,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
seat toledo 2004,1,1,260,18,0.20,https://llantasneumaticos.com/size/seat/toledo/2004/,10,0.11,2.00,0.07,17400000,"[66,66,82,43,66,53,53,66,66,53,53,53]",2026-03-30,"Image pack, Video, Image, Related searches",informational,Image pack
seat 2008 ibiza,1,1,70,25,0.12,https://llantasneumaticos.com/size/seat/ibiza/2008/,9,0.1,1.00,0.16,52500000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2026-02-01,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Image pack
furgon mitsubishi,1,1,70,17,0.00,https://llantasneumaticos.com/size/mitsubishi/delica-star-wagon/,9,0.1,0.00,0.07,4000000,"[18,2,29,29,2,29,29,4,4,4,4,4]",2026-02-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
2008 mercedes benz clk,1,1,70,25,0.00,https://llantasneumaticos.com/size/mercedes/clk-class/2008/,9,0.1,0.00,0.24,11700000,"[36,0,81,81,100,100,100,81,100,0,0,81]",2026-02-03,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
ruedas y neumaticos,3,3,110,64,0.43,https://llantasneumaticos.com/?nocache=1%27nvOpzp,9,0.1,3.00,0.83,0,"[53,15,15,34,53,42,53,53,53,42,34,34]",2026-03-13,"Local pack, Image pack, Video, Image, Video Carousel, Related searches",commercial,Organic
duster 3 llantas,2,2,70,8,0.00,https://llantasneumaticos.com/size/dacia/duster/p1310-2024-now/,9,0.1,0.00,0,3280000,[100],2026-02-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
audi a3 2004,2,2,720,21,0.22,https://llantasneumaticos.com/size/audi/a3/2004/,9,0.1,1.00,0.08,76700000,"[59,48,72,59,72,72,72,100,72,72,72,59]",2026-02-12,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
